method,N,dim,k,ef_search,num_queries,M,ef_construction,leaf_capacity,finger_rank,finger_warmup,pctree_partitions,mtree_pivots,vt_pivots,kmeans_clusters,hnsw_num_levels,pctree_height,mtree_height,vptree_height,vtree_height,kmeans_height,hnsw_build_sec,pctree_build_sec,mtree_build_sec,vptree_build_sec,vtree_build_sec,kmeans_build_sec,finger_build_sec,tri_build_sec,recall_at_k,avg_latency_us,speedup_vs_hnsw,recall_loss_vs_hnsw
Normal HNSW,1000000,960,30,10,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5556666714,536.330539,1,0
HNSW -> TRI,1000000,960,30,10,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5556666714,278.262259,1.92742825,0
HNSW + FINGER,1000000,960,30,10,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2711666719,147.323973,3.640483813,0.2844999995
MTree -> HNSW,1000000,960,30,10,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5536333375,310.618266,1.726654861,0.002033333894
MTree -> TRI,1000000,960,30,10,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5536333375,228.088011,2.351419247,0.002033333894
MTree -> FINGER,1000000,960,30,10,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2476000049,143.525228,3.736838091,0.3080666665
PCTree -> HNSW,1000000,960,30,10,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5531333373,280.495221,1.912084409,0.002533334054
PCTree -> TRI,1000000,960,30,10,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5531333373,210.656473,2.545996006,0.002533334054
PCTree -> FINGER,1000000,960,30,10,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2505333384,123.516936,4.342161944,0.305133333
VPTree -> HNSW,1000000,960,30,10,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5532333382,312.169138,1.718076753,0.002433333155
VPTree -> TRI,1000000,960,30,10,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5532333382,232.420451,2.30758755,0.002433333155
VPTree -> FINGER,1000000,960,30,10,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.237133338,138.037077,3.885409273,0.3185333334
VTree -> HNSW,1000000,960,30,10,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5540666712,1773.113078,0.3024796025,0.00160000021
VTree -> TRI,1000000,960,30,10,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5540666712,1545.157139,0.3471042041,0.00160000021
VTree -> FINGER,1000000,960,30,10,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2442000053,1392.827401,0.3850660452,0.3114666661
KMeansTree -> HNSW,1000000,960,30,10,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5540666706,309.7253,1.731632963,0.001600000799
KMeansTree -> TRI,1000000,960,30,10,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5540666706,231.857978,2.313185613,0.001600000799
KMeansTree -> FINGER,1000000,960,30,10,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2550000051,141.14859,3.799758389,0.3006666663
Normal HNSW,1000000,960,30,20,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5556666714,536.370505,1,0
HNSW -> TRI,1000000,960,30,20,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5556666714,278.629604,1.925030569,0
HNSW + FINGER,1000000,960,30,20,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2711666719,147.11427,3.645944782,0.2844999995
MTree -> HNSW,1000000,960,30,20,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5536333375,310.60048,1.726882409,0.002033333894
MTree -> TRI,1000000,960,30,20,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5536333375,227.955825,2.352958101,0.002033333894
MTree -> FINGER,1000000,960,30,20,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2476000049,143.811075,3.729688447,0.3080666665
PCTree -> HNSW,1000000,960,30,20,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5531333373,280.895995,1.909498585,0.002533334054
PCTree -> TRI,1000000,960,30,20,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5531333373,211.035463,2.541613136,0.002533334054
PCTree -> FINGER,1000000,960,30,20,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2505333384,123.476374,4.343912018,0.305133333
VPTree -> HNSW,1000000,960,30,20,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5532333382,311.947462,1.71942577,0.002433333155
VPTree -> TRI,1000000,960,30,20,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5532333382,231.919906,2.312740266,0.002433333155
VPTree -> FINGER,1000000,960,30,20,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.237133338,137.932241,3.888652146,0.3185333334
VTree -> HNSW,1000000,960,30,20,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5540666712,1773.381856,0.3024562946,0.00160000021
VTree -> TRI,1000000,960,30,20,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5540666712,1545.450655,0.3470641416,0.00160000021
VTree -> FINGER,1000000,960,30,20,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2442000053,1393.277522,0.3849703283,0.3114666661
KMeansTree -> HNSW,1000000,960,30,20,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5540666706,309.99309,1.730266004,0.001600000799
KMeansTree -> TRI,1000000,960,30,20,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5540666706,232.221852,2.30973313,0.001600000799
KMeansTree -> FINGER,1000000,960,30,20,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2550000051,140.970846,3.804832845,0.3006666663
Normal HNSW,1000000,960,30,30,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5556666714,536.295321,1,0
HNSW -> TRI,1000000,960,30,30,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5556666714,278.423149,1.926187973,0
HNSW + FINGER,1000000,960,30,30,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2711666719,147.363517,3.639267927,0.2844999995
MTree -> HNSW,1000000,960,30,30,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5536333375,310.833826,1.725344143,0.002033333894
MTree -> TRI,1000000,960,30,30,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5536333375,227.726684,2.354995522,0.002033333894
MTree -> FINGER,1000000,960,30,30,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2476000049,143.605676,3.734499471,0.3080666665
PCTree -> HNSW,1000000,960,30,30,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5531333373,280.580449,1.911378084,0.002533334054
PCTree -> TRI,1000000,960,30,30,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5531333373,210.724528,2.545006631,0.002533334054
PCTree -> FINGER,1000000,960,30,30,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2505333384,123.691578,4.335746456,0.305133333
VPTree -> HNSW,1000000,960,30,30,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5532333382,311.89362,1.719481537,0.002433333155
VPTree -> TRI,1000000,960,30,30,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5532333382,231.888252,2.312731742,0.002433333155
VPTree -> FINGER,1000000,960,30,30,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.237133338,138.05333,3.88469674,0.3185333334
VTree -> HNSW,1000000,960,30,30,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5540666712,1773.071343,0.3024668596,0.00160000021
VTree -> TRI,1000000,960,30,30,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5540666712,1545.250922,0.3470603469,0.00160000021
VTree -> FINGER,1000000,960,30,30,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2442000053,1392.867926,0.3850295574,0.3114666661
KMeansTree -> HNSW,1000000,960,30,30,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5540666706,309.71779,1.731561242,0.001600000799
KMeansTree -> TRI,1000000,960,30,30,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5540666706,231.831007,2.313302815,0.001600000799
KMeansTree -> FINGER,1000000,960,30,30,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2550000051,141.078283,3.801402382,0.3006666663
Normal HNSW,1000000,960,30,40,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6175666706,655.068231,1,0
HNSW -> TRI,1000000,960,30,40,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6175666706,368.513399,1.777596779,0
HNSW + FINGER,1000000,960,30,40,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.3029666717,177.055833,3.699783395,0.3145999989
MTree -> HNSW,1000000,960,30,40,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.61296667,353.86251,1.851194214,0.004600000661
MTree -> TRI,1000000,960,30,40,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.61296667,276.53043,2.368882987,0.004600000661
MTree -> FINGER,1000000,960,30,40,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2865666716,166.138489,3.942904711,0.3309999991
PCTree -> HNSW,1000000,960,30,40,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6130666698,323.487642,2.025017793,0.004500000823
PCTree -> TRI,1000000,960,30,40,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6130666698,259.818369,2.521254496,0.004500000823
PCTree -> FINGER,1000000,960,30,40,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2902000054,143.653297,4.56006402,0.3273666652
VPTree -> HNSW,1000000,960,30,40,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6142333367,356.911958,1.835377651,0.003333333921
VPTree -> TRI,1000000,960,30,40,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6142333367,281.676731,2.32560293,0.003333333921
VPTree -> FINGER,1000000,960,30,40,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2846666716,158.239461,4.139727391,0.332899999
VTree -> HNSW,1000000,960,30,40,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6127000036,1842.223887,0.35558557,0.004866667036
VTree -> TRI,1000000,960,30,40,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6127000036,1604.961455,0.408152002,0.004866667036
VTree -> FINGER,1000000,960,30,40,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2888000051,1417.748923,0.4620481246,0.3287666656
KMeansTree -> HNSW,1000000,960,30,40,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6141333365,357.105086,1.83438505,0.003433334094
KMeansTree -> TRI,1000000,960,30,40,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6141333365,281.776652,2.324778247,0.003433334094
KMeansTree -> FINGER,1000000,960,30,40,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.2970666716,160.718724,4.075867545,0.320499999
Normal HNSW,1000000,960,30,50,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6579333357,766.345597,1,0
HNSW -> TRI,1000000,960,30,50,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6579333357,459.395483,1.668160932,0
HNSW + FINGER,1000000,960,30,50,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.334266672,206.553467,3.710156059,0.3236666638
MTree -> HNSW,1000000,960,30,50,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6565333358,398.54686,1.922849416,0.001399999939
MTree -> TRI,1000000,960,30,50,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6565333358,323.954594,2.365595708,0.001399999939
MTree -> FINGER,1000000,960,30,50,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.3261000048,186.31657,4.113137103,0.3318333309
PCTree -> HNSW,1000000,960,30,50,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6576000028,364.117838,2.104663702,0.0003333329633
PCTree -> TRI,1000000,960,30,50,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6576000028,307.390318,2.493070055,0.0003333329633
PCTree -> FINGER,1000000,960,30,50,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.3281666718,161.932524,4.73249955,0.3297666639
VPTree -> HNSW,1000000,960,30,50,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6582666689,400.996821,1.911101427,-0.0003333331719
VPTree -> TRI,1000000,960,30,50,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6582666689,329.180958,2.328037447,-0.0003333331719
VPTree -> FINGER,1000000,960,30,50,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.3285000047,176.230441,4.348542696,0.329433331
VTree -> HNSW,1000000,960,30,50,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6555333361,1911.543576,0.4009040686,0.002399999604
VTree -> TRI,1000000,960,30,50,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6555333361,1662.705229,0.460902861,0.002399999604
VTree -> FINGER,1000000,960,30,50,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.3289666719,1441.941862,0.53146775,0.3289666639
KMeansTree -> HNSW,1000000,960,30,50,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6582000022,405.003611,1.89219448,-0.0002666665018
KMeansTree -> TRI,1000000,960,30,50,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6582000022,330.830646,2.316428681,-0.0002666665018
KMeansTree -> FINGER,1000000,960,30,50,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.3372666713,179.202911,4.276412658,0.3206666644
Normal HNSW,1000000,960,30,60,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.692900001,878.351567,1,0
HNSW -> TRI,1000000,960,30,60,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.692900001,556.532751,1.578256743,0
HNSW + FINGER,1000000,960,30,60,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.3670333386,235.510666,3.72956173,0.3258666625
MTree -> HNSW,1000000,960,30,60,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6904000012,443.91867,1.978631732,0.002499999881
MTree -> TRI,1000000,960,30,60,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6904000012,369.405209,2.377745483,0.002499999881
MTree -> FINGER,1000000,960,30,60,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.3592000053,205.036978,4.283869064,0.3336999958
PCTree -> HNSW,1000000,960,30,60,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.693166667,404.650948,2.170640082,-0.0002666659951
PCTree -> TRI,1000000,960,30,60,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.693166667,352.854926,2.489271092,-0.0002666659951
PCTree -> FINGER,1000000,960,30,60,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.3629333385,180.021584,4.879145864,0.3299666625
VPTree -> HNSW,1000000,960,30,60,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6932000007,442.204339,1.986302461,-0.0002999996841
VPTree -> TRI,1000000,960,30,60,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6932000007,375.054095,2.341933014,-0.0002999996841
VPTree -> FINGER,1000000,960,30,60,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.3659333382,193.687533,4.534889538,0.3269666629
VTree -> HNSW,1000000,960,30,60,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.692066668,1978.25624,0.4440029301,0.0008333330452
VTree -> TRI,1000000,960,30,60,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.692066668,1720.273085,0.5105884494,0.0008333330452
VTree -> FINGER,1000000,960,30,60,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.3656333383,1465.75343,0.5992491977,0.3272666628
KMeansTree -> HNSW,1000000,960,30,60,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6927333338,451.917058,1.943612332,0.0001666672826
KMeansTree -> TRI,1000000,960,30,60,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6927333338,378.674323,2.319543507,0.0001666672826
KMeansTree -> FINGER,1000000,960,30,60,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.3686000049,197.462614,4.448191732,0.3242999961
