method,N,dim,k,ef_search,num_queries,M,ef_construction,leaf_capacity,finger_rank,finger_warmup,pctree_partitions,mtree_pivots,vt_pivots,kmeans_clusters,hnsw_num_levels,pctree_height,mtree_height,vptree_height,vtree_height,kmeans_height,hnsw_build_sec,pctree_build_sec,mtree_build_sec,vptree_build_sec,vtree_build_sec,kmeans_build_sec,finger_build_sec,tri_build_sec,recall_at_k,avg_latency_us,speedup_vs_hnsw,recall_loss_vs_hnsw
MTree -> HNSW,1000000,960,30,170,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8591666619,1061.056456,1.969533016,-0.0007999999523
MTree -> TRI,1000000,960,30,170,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8591666619,906.623208,2.305021208,-0.0007999999523
MTree -> FINGER,1000000,960,30,170,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5755666695,406.706215,5.138317648,0.2827999925
PCTree -> HNSW,1000000,960,30,170,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8583666627,917.776214,2.277010114,-7.152557435e-10
PCTree -> TRI,1000000,960,30,170,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8583666627,880.219347,2.374164723,-7.152557435e-10
PCTree -> FINGER,1000000,960,30,170,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5752333361,378.244017,5.524967027,0.2831333259
VPTree -> HNSW,1000000,960,30,170,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8581333287,961.394591,2.173702392,0.0002333332598
VPTree -> TRI,1000000,960,30,170,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8581333287,908.623922,2.299945744,0.0002333332598
VPTree -> FINGER,1000000,960,30,170,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5732000032,396.906451,5.265184571,0.2851666588
VTree -> HNSW,1000000,960,30,170,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8581666621,2891.52958,0.7227267314,0.0001999998689
VTree -> TRI,1000000,960,30,170,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8581666621,2580.176014,0.8099392098,0.0001999998689
VTree -> FINGER,1000000,960,30,170,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5761666696,1854.859698,1.126654336,0.2821999924
KMeansTree -> HNSW,1000000,960,30,170,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8587999955,1151.49772,1.814841389,-0.0004333335161
KMeansTree -> TRI,1000000,960,30,170,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8587999955,979.836695,2.132789814,-0.0004333335161
KMeansTree -> FINGER,1000000,960,30,170,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.579100003,419.617439,4.980216568,0.279266659
Normal HNSW,1000000,960,30,180,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8650999957,2192.747341,1,0
HNSW -> TRI,1000000,960,30,180,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8650999957,1744.256053,1.257124685,0
HNSW + FINGER,1000000,960,30,180,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5913666692,584.188871,3.753490438,0.2737333264
MTree -> HNSW,1000000,960,30,180,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8657999952,1130.234313,1.940082084,-0.0006999995708
MTree -> TRI,1000000,960,30,180,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8657999952,964.864831,2.272595363,-0.0006999995708
MTree -> FINGER,1000000,960,30,180,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5874000024,427.04067,5.134750611,0.2776999933
PCTree -> HNSW,1000000,960,30,180,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8648666626,973.361543,2.25275732,0.0002333330214
PCTree -> TRI,1000000,960,30,180,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8648666626,935.866804,2.343012202,0.0002333330214
PCTree -> FINGER,1000000,960,30,180,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5854666693,398.685509,5.499942415,0.2796333264
VPTree -> HNSW,1000000,960,30,180,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8649999958,1019.986154,2.149781477,9.999984503e-05
VPTree -> TRI,1000000,960,30,180,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8649999958,966.80125,2.268043552,9.999984503e-05
VPTree -> FINGER,1000000,960,30,180,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5829000029,419.058068,5.232562044,0.2821999927
VTree -> HNSW,1000000,960,30,180,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8650999957,2982.665864,0.7351635889,0
VTree -> TRI,1000000,960,30,180,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8650999957,2667.98555,0.8218737695,0
VTree -> FINGER,1000000,960,30,180,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5867333362,1891.150103,1.159478213,0.2783666595
KMeansTree -> HNSW,1000000,960,30,180,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.864933329,1225.794657,1.788837411,0.0001666666865
KMeansTree -> TRI,1000000,960,30,180,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.864933329,1048.354283,2.091609083,0.0001666666865
KMeansTree -> FINGER,1000000,960,30,180,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5889333362,444.13258,4.937145888,0.2761666594
Normal HNSW,1000000,960,30,190,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8707666625,2295.088903,1,0
HNSW -> TRI,1000000,960,30,190,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8707666625,1840.45883,1.247019963,0
HNSW + FINGER,1000000,960,30,190,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6001000024,616.459519,3.723016406,0.2706666601
MTree -> HNSW,1000000,960,30,190,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8710666621,1207.876132,1.900102868,-0.0002999995351
MTree -> TRI,1000000,960,30,190,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8710666621,1027.631225,2.233377935,-0.0002999995351
MTree -> FINGER,1000000,960,30,190,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5974333357,448.336096,5.11912586,0.2733333268
PCTree -> HNSW,1000000,960,30,190,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8704666626,1030.066065,2.228098741,0.0002999998927
PCTree -> TRI,1000000,960,30,190,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8704666626,991.2636,2.315316433,0.0002999998927
PCTree -> FINGER,1000000,960,30,190,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5967333358,419.010446,5.477402592,0.2740333267
VPTree -> HNSW,1000000,960,30,190,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8707999955,1076.97133,2.131058496,-3.333300352e-05
VPTree -> TRI,1000000,960,30,190,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8707999955,1023.616768,2.242136877,-3.333300352e-05
VPTree -> FINGER,1000000,960,30,190,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5943666694,440.458709,5.210678904,0.2763999932
VTree -> HNSW,1000000,960,30,190,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8706999957,3069.011281,0.7478268057,6.66667819e-05
VTree -> TRI,1000000,960,30,190,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8706999957,2746.342399,0.8356892803,6.66667819e-05
VTree -> FINGER,1000000,960,30,190,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.5971333359,1926.19397,1.191514945,0.2736333267
KMeansTree -> HNSW,1000000,960,30,190,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8706666623,1295.614109,1.771429384,0.0001000002027
KMeansTree -> TRI,1000000,960,30,190,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8706666623,1117.484204,2.053799861,0.0001000002027
KMeansTree -> FINGER,1000000,960,30,190,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6001666696,468.082594,4.903170792,0.2705999929
Normal HNSW,1000000,960,30,200,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8768333288,2380.196211,1,0
HNSW -> TRI,1000000,960,30,200,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8768333288,1929.80086,1.233389548,0
HNSW + FINGER,1000000,960,30,200,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6100333356,646.950788,3.679099331,0.2667999932
MTree -> HNSW,1000000,960,30,200,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8772666615,1289.15327,1.846325233,-0.0004333327413
MTree -> TRI,1000000,960,30,200,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8772666615,1093.534691,2.176607867,-0.0004333327413
MTree -> FINGER,1000000,960,30,200,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6070333356,469.347401,5.071288785,0.2697999932
PCTree -> HNSW,1000000,960,30,200,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8763333288,1087.323925,2.189040594,0.0005
PCTree -> TRI,1000000,960,30,200,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8763333288,1047.587604,2.272073669,0.0005
PCTree -> FINGER,1000000,960,30,200,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6062333358,438.989755,5.421985784,0.270599993
VPTree -> HNSW,1000000,960,30,200,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8768999951,1133.902273,2.099119358,-6.666631997e-05
VPTree -> TRI,1000000,960,30,200,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8768999951,1080.252073,2.203371112,-6.666631997e-05
VPTree -> FINGER,1000000,960,30,200,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6054666695,462.221588,5.149470022,0.2713666593
VTree -> HNSW,1000000,960,30,200,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8767999953,3138.249292,0.7584471435,3.333345056e-05
VTree -> TRI,1000000,960,30,200,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8767999953,2814.401123,0.8457203174,3.333345056e-05
VTree -> FINGER,1000000,960,30,200,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6071333359,1954.019631,1.218102507,0.2696999929
KMeansTree -> HNSW,1000000,960,30,200,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8763333285,1360.974142,1.748891575,0.000500000298
KMeansTree -> TRI,1000000,960,30,200,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.8763333285,1185.745868,2.007340928,0.000500000298
KMeansTree -> FINGER,1000000,960,30,200,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.6097000028,491.379266,4.843908516,0.267133326
