method,N,dim,k,ef_search,num_queries,M,ef_construction,leaf_capacity,finger_rank,finger_warmup,pctree_partitions,pctree_leaf_clusters,mtree_pivots,mtree_leaf_clusters,vpt_leaf_clusters,kmeans_clusters,kmeans_leaf_clusters,hnsw_num_levels,pctree_height,mtree_height,vptree_height,kmeans_height,hnsw_build_sec,pctree_build_sec,mtree_build_sec,vptree_build_sec,kmeans_build_sec,finger_build_sec,tri_build_sec,recall_at_k,avg_latency_us,speedup_vs_hnsw,recall_loss_vs_hnsw,avg_hnsw_level_0_time_us,avg_hnsw_level_1_time_us,avg_hnsw_level_2_time_us,avg_hnsw_level_3_time_us,avg_hnsw_level_4_time_us,avg_hnsw_level_5_time_us,avg_hnsw_tri_level0_time_us,avg_hnsw_finger_level0_time_us,avg_pctree_lookup_time_us,avg_mtree_lookup_time_us,avg_vptree_lookup_time_us,avg_kmeans_tree_lookup_time_us
KMeansTree -> FINGER Multi,1000000,128,30,100,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.7852233311,113.7570017,2.521834668,0.1831699955,265.3883867,5.9692397,5.4733569,4.4033583,1.6438744,0.2768745,155.4999077,130.6844296,5.260015,8.6260168,4.6312788,8.3880739
Normal HNSW,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9733666605,309.8628183,1,0,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
HNSW -> TRI,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9733666605,182.4522263,1.698323033,0,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
HNSW + FINGER,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8023299971,148.5125771,2.086441595,0.1710366634,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
MTree -> HNSW,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.973323327,138.2824354,2.240796652,4.33334589e-05,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
MTree -> TRI,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.973323327,125.3592267,2.471799057,4.33334589e-05,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
MTree -> FINGER,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.7999499972,128.4752879,2.411847627,0.1734166632,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
MTree -> HNSW Multi,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9733366604,120.8725594,2.563549741,3.000006676e-05,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
MTree -> TRI Multi,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9733366604,119.9620207,2.583007659,3.000006676e-05,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
MTree -> FINGER Multi,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.7999099971,120.8932881,2.563110187,0.1734566633,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
PCTree -> HNSW,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9732599937,143.5627777,2.158378538,0.0001066667557,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
PCTree -> TRI,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9732599937,138.0741058,2.244177621,0.0001066667557,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
PCTree -> FINGER,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8029466636,133.3669615,2.323385153,0.1704199968,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
PCTree -> HNSW Multi,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9732199937,146.7049172,2.112150187,0.0001466667712,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
PCTree -> TRI Multi,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9732199937,144.8395388,2.139352423,0.0001466667712,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
PCTree -> FINGER Multi,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.803149997,136.2671652,2.273936042,0.1702166635,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
VPTree -> HNSW,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.973303327,166.827871,1.857380403,6.333343983e-05,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
VPTree -> TRI,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.973303327,144.8559223,2.139110458,6.333343983e-05,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
VPTree -> FINGER,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8026633303,132.655493,2.335846118,0.1707033302,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
VPTree -> HNSW Multi,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9732966605,147.8122237,2.096327425,6.999998689e-05,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
VPTree -> TRI Multi,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9732966605,135.7327582,2.282888983,6.999998689e-05,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
VPTree -> FINGER Multi,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8022999971,127.8975195,2.422742986,0.1710666634,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
KMeansTree -> HNSW,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9733933271,149.8694917,2.067551006,-2.666662335e-05,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
KMeansTree -> TRI,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9733933271,136.3400905,2.272719764,-2.666662335e-05,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
KMeansTree -> FINGER,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8032099971,123.7107148,2.50473711,0.1701566634,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
KMeansTree -> HNSW Multi,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9734533271,138.0992619,2.243768823,-8.666663766e-05,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
KMeansTree -> TRI Multi,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9734533271,133.7351309,2.316988933,-8.666663766e-05,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
KMeansTree -> FINGER Multi,1000000,128,30,110,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8039633304,123.4678874,2.50966324,0.1694033301,287.9438037,5.9686983,5.4731867,4.4278449,1.6879279,0.2866624,171.1968975,142.865761,5.3596311,8.7171796,4.6934114,8.5643915
Normal HNSW,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9774299941,332.2668631,1,0,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
HNSW -> TRI,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9774299941,199.4873528,1.665603651,0,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
HNSW + FINGER,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8186799963,160.7542226,2.066924636,0.1587499978,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
MTree -> HNSW,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9774266608,147.6597327,2.25021986,3.333353996e-06,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
MTree -> TRI,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9774266608,136.1865698,2.439791703,3.333353996e-06,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
MTree -> FINGER,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.81645333,139.3388573,2.384595866,0.1609766642,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
MTree -> HNSW Multi,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9774999942,130.2964852,2.550083086,-7.000005245e-05,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
MTree -> TRI Multi,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9774999942,130.3391595,2.549248164,-7.000005245e-05,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
MTree -> FINGER Multi,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8164199964,131.3879709,2.528898657,0.1610099977,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
PCTree -> HNSW,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9774799941,153.1851267,2.169054335,-4.999999404e-05,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
PCTree -> TRI,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9774799941,150.3816666,2.209490496,-4.999999404e-05,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
PCTree -> FINGER,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8189333296,144.3267244,2.302185299,0.1584966645,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
PCTree -> HNSW Multi,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9774299941,160.6224839,2.068619878,1.19209087e-11,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
PCTree -> TRI Multi,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9774299941,156.5278038,2.122733821,1.19209087e-11,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
PCTree -> FINGER Multi,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8193699963,145.5744707,2.282452833,0.1580599978,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
VPTree -> HNSW,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9775633274,174.8077283,1.900756141,-0.0001333333254,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
VPTree -> TRI,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9775633274,153.4776302,2.164920469,-0.0001333333254,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
VPTree -> FINGER,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8189266628,140.781673,2.360157086,0.1585033313,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
VPTree -> HNSW Multi,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9773799941,155.8719366,2.131665714,5.000005364e-05,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
VPTree -> TRI Multi,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9773799941,145.8293849,2.278463036,5.000005364e-05,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
VPTree -> FINGER Multi,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8185999964,136.7686405,2.429408247,0.1588299977,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
KMeansTree -> HNSW,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9775933275,159.0309312,2.089322251,-0.0001633333743,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
KMeansTree -> TRI,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9775933275,147.511648,2.252478822,-0.0001633333743,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
KMeansTree -> FINGER,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8192433297,133.2801117,2.492996583,0.1581866644,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
KMeansTree -> HNSW Multi,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9776499941,149.2972271,2.225539413,-0.0002200000107,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
KMeansTree -> TRI Multi,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9776499941,144.920647,2.292750343,-0.0002200000107,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
KMeansTree -> FINGER Multi,1000000,128,30,120,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8202599964,132.7807503,2.502372237,0.1571699977,309.9541692,5.9592074,5.480517,4.4645828,1.7101199,0.3023171,188.0257559,154.9766656,5.3762061,8.7962613,4.7232433,8.6271803
Normal HNSW,1000000,128,30,130,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9807866613,353.6460669,1,0,331.0784813,5.9274139,5.4434261,4.4508587,1.7200727,0.2952988,203.8403535,167.2614165,5.4383841,8.8367652,4.7414115,8.7080321
HNSW -> TRI,1000000,128,30,130,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9807866613,215.3836235,1.641935729,0,331.0784813,5.9274139,5.4434261,4.4508587,1.7200727,0.2952988,203.8403535,167.2614165,5.4383841,8.8367652,4.7414115,8.7080321
HNSW + FINGER,1000000,128,30,130,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8330733293,173.1482628,2.042446521,0.147713332,331.0784813,5.9274139,5.4434261,4.4508587,1.7200727,0.2952988,203.8403535,167.2614165,5.4383841,8.8367652,4.7414115,8.7080321
MTree -> HNSW,1000000,128,30,130,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9807233279,157.458217,2.245967684,6.333337426e-05,331.0784813,5.9274139,5.4434261,4.4508587,1.7200727,0.2952988,203.8403535,167.2614165,5.4383841,8.8367652,4.7414115,8.7080321
MTree -> TRI,1000000,128,30,130,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9807233279,147.2529791,2.401622494,6.333337426e-05,331.0784813,5.9274139,5.4434261,4.4508587,1.7200727,0.2952988,203.8403535,167.2614165,5.4383841,8.8367652,4.7414115,8.7080321
MTree -> FINGER,1000000,128,30,130,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8308866626,149.6802357,2.362677111,0.1498999987,331.0784813,5.9274139,5.4434261,4.4508587,1.7200727,0.2952988,203.8403535,167.2614165,5.4383841,8.8367652,4.7414115,8.7080321
MTree -> HNSW Multi,1000000,128,30,130,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9807666613,140.5626251,2.51593243,2.000001073e-05,331.0784813,5.9274139,5.4434261,4.4508587,1.7200727,0.2952988,203.8403535,167.2614165,5.4383841,8.8367652,4.7414115,8.7080321
MTree -> TRI Multi,1000000,128,30,130,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9807666613,141.1786695,2.504953958,2.000001073e-05,331.0784813,5.9274139,5.4434261,4.4508587,1.7200727,0.2952988,203.8403535,167.2614165,5.4383841,8.8367652,4.7414115,8.7080321
MTree -> FINGER Multi,1000000,128,30,130,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8309666625,141.3873606,2.501256586,0.1498199987,331.0784813,5.9274139,5.4434261,4.4508587,1.7200727,0.2952988,203.8403535,167.2614165,5.4383841,8.8367652,4.7414115,8.7080321
PCTree -> HNSW,1000000,128,30,130,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9807366612,164.1039245,2.155012855,5.000005364e-05,331.0784813,5.9274139,5.4434261,4.4508587,1.7200727,0.2952988,203.8403535,167.2614165,5.4383841,8.8367652,4.7414115,8.7080321
PCTree -> TRI,1000000,128,30,130,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9807366612,164.4215162,2.150850297,5.000005364e-05,331.0784813,5.9274139,5.4434261,4.4508587,1.7200727,0.2952988,203.8403535,167.2614165,5.4383841,8.8367652,4.7414115,8.7080321
PCTree -> FINGER,1000000,128,30,130,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8332966624,155.9039996,2.268357886,0.1474899989,331.0784813,5.9274139,5.4434261,4.4508587,1.7200727,0.2952988,203.8403535,167.2614165,5.4383841,8.8367652,4.7414115,8.7080321
PCTree -> HNSW Multi,1000000,128,30,130,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9806299945,176.03317,2.00897403,0.0001566667676,331.0784813,5.9274139,5.4434261,4.4508587,1.7200727,0.2952988,203.8403535,167.2614165,5.4383841,8.8367652,4.7414115,8.7080321
