method,N,dim,k,ef_search,num_queries,M,ef_construction,leaf_capacity,finger_rank,finger_warmup,pctree_partitions,pctree_leaf_clusters,mtree_pivots,mtree_leaf_clusters,vpt_leaf_clusters,kmeans_clusters,kmeans_leaf_clusters,hnsw_num_levels,pctree_height,mtree_height,vptree_height,kmeans_height,hnsw_build_sec,pctree_build_sec,mtree_build_sec,vptree_build_sec,kmeans_build_sec,finger_build_sec,tri_build_sec,recall_at_k,avg_latency_us,speedup_vs_hnsw,recall_loss_vs_hnsw,avg_hnsw_level_0_time_us,avg_hnsw_level_1_time_us,avg_hnsw_level_2_time_us,avg_hnsw_level_3_time_us,avg_hnsw_level_4_time_us,avg_hnsw_level_5_time_us,avg_hnsw_tri_level0_time_us,avg_hnsw_finger_level0_time_us,avg_pctree_lookup_time_us,avg_mtree_lookup_time_us,avg_vptree_lookup_time_us,avg_kmeans_tree_lookup_time_us
Normal HNSW,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8337433288,113.9447563,1,0,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
HNSW -> TRI,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8337233288,43.7939548,2.601837555,2.000000477e-05,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
HNSW + FINGER,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5412933381,41.8727227,2.721216796,0.2924499907,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
MTree -> HNSW,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8345599956,55.8718792,2.039393662,-0.0008166667677,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
MTree -> TRI,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8345366622,34.6888609,3.284765004,-0.0007933334269,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
MTree -> FINGER,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.507790005,38.9646035,2.924314533,0.3259533238,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
MTree -> HNSW Multi,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8346299954,41.6060886,2.738655811,-0.0008866666414,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
MTree -> TRI Multi,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8346166621,31.7201597,3.592187346,-0.0008733333029,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
MTree -> FINGER Multi,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5133400047,34.617708,3.291516478,0.3204033241,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
PCTree -> HNSW,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8345033288,64.7816079,1.758905961,-0.0007599999897,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
PCTree -> TRI,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8344833288,41.6373433,2.736600063,-0.000739999979,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
PCTree -> FINGER,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5003833387,44.0543875,2.586456486,0.3333599902,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
PCTree -> HNSW Multi,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8340733288,58.9269987,1.933659593,-0.0003300000094,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
PCTree -> TRI Multi,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8340499955,41.1306609,2.770311826,-0.0003066666625,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
PCTree -> FINGER Multi,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5005300052,43.4373519,2.623197578,0.3332133236,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
VPTree -> HNSW,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8325099955,69.9583658,1.628750972,0.001233333256,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
VPTree -> TRI,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8324866622,43.7695017,2.603291147,0.001256666603,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
VPTree -> FINGER,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.4989266719,45.8295501,2.486272635,0.3348166569,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
VPTree -> HNSW Multi,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8331833287,63.4866854,1.794781939,0.0005600000873,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
VPTree -> TRI Multi,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8331699954,41.8690727,2.721454022,0.0005733334258,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
VPTree -> FINGER Multi,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.4991933387,43.7630111,2.603677248,0.3345499901,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
KMeansTree -> HNSW,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8332399956,64.6900136,1.761396388,0.0005033332475,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
KMeansTree -> TRI,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8332299955,40.4942016,2.813853633,0.0005133332618,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
KMeansTree -> FINGER,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5013433385,40.9487857,2.782616245,0.3323999903,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
KMeansTree -> HNSW Multi,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8330366624,53.0937795,2.146103694,0.0007066664033,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
KMeansTree -> TRI Multi,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8330199957,38.8663716,2.931705524,0.0007233330779,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
KMeansTree -> FINGER Multi,1000000,128,30,10,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5011500051,40.1512589,2.837887514,0.3325933237,95.9763613,6.0477431,5.4528411,3.9393821,1.1917136,0.1284483,36.7603678,38.8822061,4.4058736,7.6697245,3.9268102,7.2244687
Normal HNSW,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8337433288,114.3671885,1,0,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
HNSW -> TRI,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8337233288,44.1325953,2.591444888,2.000000477e-05,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
HNSW + FINGER,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5412933381,42.0028124,2.722845971,0.2924499907,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
MTree -> HNSW,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8345599956,56.2817582,2.032047188,-0.0008166667677,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
MTree -> TRI,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8345366622,34.7981342,3.286589673,-0.0007933334269,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
MTree -> FINGER,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.507790005,39.1701123,2.919756462,0.3259533238,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
MTree -> HNSW Multi,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8346299954,41.8665853,2.731705671,-0.0008866666414,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
MTree -> TRI Multi,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8346166621,31.8804561,3.58737617,-0.0008733333029,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
MTree -> FINGER Multi,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5133400047,34.7892673,3.287427341,0.3204033241,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
PCTree -> HNSW,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8345033288,65.1296108,1.755993735,-0.0007599999897,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
PCTree -> TRI,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8344833288,41.8741622,2.731211384,-0.000739999979,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
PCTree -> FINGER,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5003833387,44.2618607,2.583876653,0.3333599902,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
PCTree -> HNSW Multi,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8340733288,59.1454178,1.933661013,-0.0003300000094,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
PCTree -> TRI Multi,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8340499955,41.279921,2.770528279,-0.0003066666625,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
PCTree -> FINGER Multi,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5005300052,43.7238289,2.615671852,0.3332133236,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
VPTree -> HNSW,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8325099955,70.2616058,1.62773377,0.001233333256,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
VPTree -> TRI,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8324866622,44.0447985,2.596610551,0.001256666603,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
VPTree -> FINGER,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.4989266719,46.0269509,2.484787418,0.3348166569,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
VPTree -> HNSW Multi,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8331833287,63.7984318,1.792633224,0.0005600000873,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
VPTree -> TRI Multi,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8331699954,42.0666826,2.718711851,0.0005733334258,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
VPTree -> FINGER Multi,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.4991933387,44.0490548,2.59635965,0.3345499901,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
KMeansTree -> HNSW,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8332399956,65.0275687,1.758749263,0.0005033332475,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
KMeansTree -> TRI,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8332299955,40.7232073,2.808403269,0.0005133332618,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
KMeansTree -> FINGER,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5013433385,41.2269912,2.774085258,0.3323999903,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
KMeansTree -> HNSW Multi,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8330366624,53.4398737,2.140109633,0.0007066664033,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
KMeansTree -> TRI Multi,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8330199957,39.1027088,2.924789407,0.0007233330779,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
KMeansTree -> FINGER Multi,1000000,128,30,20,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5011500051,40.4613262,2.826580324,0.3325933237,96.2889804,6.0692924,5.4618137,3.9719517,1.2100096,0.132883,37.0424029,38.9949543,4.4202756,7.6957728,3.9294315,7.190859
Normal HNSW,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8337433288,113.9175047,1,0,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
HNSW -> TRI,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8337233288,43.8008251,2.600807278,2.000000477e-05,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
HNSW + FINGER,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5412933381,41.861844,2.721272974,0.2924499907,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
MTree -> HNSW,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8345599956,55.9377938,2.036503354,-0.0008166667677,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
MTree -> TRI,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8345366622,34.6647129,3.286267076,-0.0007933334269,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
MTree -> FINGER,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.507790005,39.0871432,2.914449493,0.3259533238,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
MTree -> HNSW Multi,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8346299954,41.6633657,2.734236728,-0.0008866666414,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
MTree -> TRI Multi,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8346166621,31.7675419,3.585971652,-0.0008733333029,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
MTree -> FINGER Multi,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5133400047,34.675574,3.28523775,0.3204033241,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
PCTree -> HNSW,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8345033288,64.7405875,1.759599489,-0.0007599999897,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
PCTree -> TRI,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8344833288,41.6371609,2.735957549,-0.000739999979,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
PCTree -> FINGER,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.5003833387,44.1300877,2.581402182,0.3333599902,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
PCTree -> HNSW Multi,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8340733288,58.9311025,1.933062506,-0.0003300000094,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
PCTree -> TRI Multi,1000000,128,30,30,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.8340499955,41.2392442,2.762356753,-0.0003066666625,95.9272364,6.0320273,5.4380221,3.9442995,1.219987,0.1319191,36.812901,38.8682632,4.4187898,7.6723608,3.9229208,7.1952181
