method,N,dim,k,ef_search,num_queries,M,ef_construction,leaf_capacity,finger_rank,finger_warmup,pctree_partitions,mtree_pivots,vt_pivots,kmeans_clusters,hnsw_num_levels,pctree_height,mtree_height,vptree_height,vtree_height,kmeans_height,hnsw_build_sec,pctree_build_sec,mtree_build_sec,vptree_build_sec,vtree_build_sec,kmeans_build_sec,finger_build_sec,tri_build_sec,recall_at_k,avg_latency_us,speedup_vs_hnsw,recall_loss_vs_hnsw
PCTree -> FINGER,1281147,300,30,70,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4639266686,125.7785761,3.080360347,0.1001499986
VPTree -> HNSW,1281147,300,30,70,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5653933338,183.8825184,2.107015619,-0.001316666653
VPTree -> TRI,1281147,300,30,70,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5653900005,161.754932,2.395248995,-0.001313333317
VPTree -> FINGER,1281147,300,30,70,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4672000019,127.3522417,3.042296964,0.09687666528
VTree -> HNSW,1281147,300,30,70,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5645533338,1929.723369,0.2007766214,-0.0004766666699
VTree -> TRI,1281147,300,30,70,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5645533338,1616.331876,0.239705313,-0.0004766666699
VTree -> FINGER,1281147,300,30,70,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4671966685,1449.46025,0.2673018031,0.09687999866
KMeansTree -> HNSW,1281147,300,30,70,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5638200005,228.6901763,1.69418444,0.0002566666774
KMeansTree -> TRI,1281147,300,30,70,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5638166671,180.629818,2.144957807,0.0002600000136
KMeansTree -> FINGER,1281147,300,30,70,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4637466685,143.4688922,2.700538997,0.1003299986
Normal HNSW,1281147,300,30,75,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5703300003,407.9594221,1,0
HNSW -> TRI,1281147,300,30,75,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5703300003,215.6226908,1.892005988,0
HNSW + FINGER,1281147,300,30,75,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4802033349,159.6543932,2.555265871,0.09012666542
MTree -> HNSW,1281147,300,30,75,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5714200004,198.9068278,2.051007633,-0.001090000056
MTree -> TRI,1281147,300,30,75,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5714200004,172.7088487,2.362122295,-0.001090000056
MTree -> FINGER,1281147,300,30,75,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4760466683,138.2837399,2.950161909,0.09428333203
PCTree -> HNSW,1281147,300,30,75,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5710733336,191.5545949,2.129729241,-0.0007433332548
PCTree -> TRI,1281147,300,30,75,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5710733336,170.3652331,2.39461664,-0.0007433332548
PCTree -> FINGER,1281147,300,30,75,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.472053335,132.5630205,3.077475306,0.09827666531
VPTree -> HNSW,1281147,300,30,75,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5716266668,192.7827031,2.116161956,-0.001296666506
VPTree -> TRI,1281147,300,30,75,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5716266668,171.1495596,2.383642839,-0.001296666506
VPTree -> FINGER,1281147,300,30,75,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4745366683,134.147553,3.04112459,0.09579333205
VTree -> HNSW,1281147,300,30,75,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5710833336,1950.0988,0.2091993606,-0.0007533333018
VTree -> TRI,1281147,300,30,75,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5710833336,1632.540647,0.249892352,-0.0007533333018
VTree -> FINGER,1281147,300,30,75,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4749200016,1460.398934,0.2793479319,0.0954099987
KMeansTree -> HNSW,1281147,300,30,75,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5704900003,238.3313634,1.711732003,-0.0001599999897
KMeansTree -> TRI,1281147,300,30,75,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5704900003,190.2058287,2.144831338,-0.0001599999897
KMeansTree -> FINGER,1281147,300,30,75,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4716366683,150.30474,2.714215281,0.09869333199
Normal HNSW,1281147,300,30,80,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5763866668,429.6472964,1,0
HNSW -> TRI,1281147,300,30,80,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5763800002,231.7410853,1.853997084,6.666667014e-06
HNSW + FINGER,1281147,300,30,80,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4869700016,169.3580716,2.53691656,0.08941666527
MTree -> HNSW,1281147,300,30,80,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5774766669,208.6538973,2.059138612,-0.001090000023
MTree -> TRI,1281147,300,30,80,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5774700002,183.1303773,2.346127948,-0.001083333356
MTree -> FINGER,1281147,300,30,80,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.483143335,145.7237435,2.948368509,0.09324333182
PCTree -> HNSW,1281147,300,30,80,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5771633334,200.9861895,2.137695617,-0.0007766666003
PCTree -> TRI,1281147,300,30,80,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5771633334,180.7633895,2.376849082,-0.0007766666003
PCTree -> FINGER,1281147,300,30,80,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4795233349,140.1722678,3.065137656,0.09686333196
VPTree -> HNSW,1281147,300,30,80,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5775833334,202.2832084,2.123988935,-0.001196666551
VPTree -> TRI,1281147,300,30,80,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5775766667,181.5759127,2.366213062,-0.001189999884
VPTree -> FINGER,1281147,300,30,80,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4816933349,141.5443975,3.035424248,0.09469333192
VTree -> HNSW,1281147,300,30,80,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5770866668,1975.645838,0.2174718201,-0.0006999999672
VTree -> TRI,1281147,300,30,80,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5770800001,1653.127518,0.2598996701,-0.0006933333002
VTree -> FINGER,1281147,300,30,80,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4821500016,1475.098015,0.2912669478,0.0942366652
KMeansTree -> HNSW,1281147,300,30,80,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5763566669,248.8082735,1.726820778,2.999998368e-05
KMeansTree -> TRI,1281147,300,30,80,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5763566669,200.6250267,2.141543872,2.999998368e-05
KMeansTree -> FINGER,1281147,300,30,80,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4788766683,158.0244203,2.718866461,0.09750999859
Normal HNSW,1281147,300,30,85,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5821133335,449.5609872,1,0
HNSW -> TRI,1281147,300,30,85,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5821133335,246.9590414,1.820386833,0
HNSW + FINGER,1281147,300,30,85,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4931033348,177.9780802,2.52593458,0.08900999866
MTree -> HNSW,1281147,300,30,85,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5830000002,217.3752224,2.068133535,-0.0008866667002
MTree -> TRI,1281147,300,30,85,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5830000002,192.4221676,2.336326385,-0.0008866667002
MTree -> FINGER,1281147,300,30,85,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4894433349,152.4049172,2.949780069,0.0926699986
PCTree -> HNSW,1281147,300,30,85,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5827800001,209.6808322,2.144025195,-0.0006666666273
PCTree -> TRI,1281147,300,30,85,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5827800001,190.0930985,2.364951651,-0.0006666666273
PCTree -> FINGER,1281147,300,30,85,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4864833349,146.8895159,3.060538286,0.09562999863
VPTree -> HNSW,1281147,300,30,85,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5833900001,211.084826,2.129764587,-0.001276666601
VPTree -> TRI,1281147,300,30,85,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5833900001,190.9094153,2.354839265,-0.001276666601
VPTree -> FINGER,1281147,300,30,85,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4884066681,148.1480943,3.034537767,0.09370666536
VTree -> HNSW,1281147,300,30,85,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5826833334,1995.913998,0.2252406605,-0.0005699999012
VTree -> TRI,1281147,300,30,85,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5826833334,1669.005241,0.2693586432,-0.0005699999012
VTree -> FINGER,1281147,300,30,85,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4889766682,1486.263214,0.3024773693,0.09313666527
KMeansTree -> HNSW,1281147,300,30,85,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5821966668,258.5490095,1.738784411,-8.333330192e-05
KMeansTree -> TRI,1281147,300,30,85,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5821966668,210.0661632,2.140092342,-8.333330192e-05
KMeansTree -> FINGER,1281147,300,30,85,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4857500016,164.8727323,2.726715212,0.09636333192
Normal HNSW,1281147,300,30,90,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5870300001,469.1498521,1,0
HNSW -> TRI,1281147,300,30,90,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5870300001,262.5478428,1.786911852,0
HNSW + FINGER,1281147,300,30,90,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.498926668,186.5548963,2.514808571,0.08810333209
MTree -> HNSW,1281147,300,30,90,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5879066668,227.0357409,2.066414082,-0.0008766666733
MTree -> TRI,1281147,300,30,90,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5879066668,202.1817158,2.320436595,-0.0008766666733
MTree -> FINGER,1281147,300,30,90,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4956800014,159.2482331,2.946028618,0.09134999866
PCTree -> HNSW,1281147,300,30,90,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5876033334,218.8600497,2.143606623,-0.0005733332705
PCTree -> TRI,1281147,300,30,90,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5876033334,199.7060809,2.349201637,-0.0005733332705
PCTree -> FINGER,1281147,300,30,90,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4926000014,153.7770625,3.050844154,0.09442999872
VPTree -> HNSW,1281147,300,30,90,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.58823,220.5249228,2.127423269,-0.001199999898
VPTree -> TRI,1281147,300,30,90,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.58823,200.5882808,2.3388697,-0.001199999898
VPTree -> FINGER,1281147,300,30,90,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4945800014,155.0095878,3.026586025,0.09244999875
VTree -> HNSW,1281147,300,30,90,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5874866667,2013.547809,0.2329966291,-0.0004566665754
VTree -> TRI,1281147,300,30,90,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5874866667,1682.368817,0.2788626651,-0.0004566665754
VTree -> FINGER,1281147,300,30,90,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4946833348,1494.85806,0.3138424072,0.09234666532
KMeansTree -> HNSW,1281147,300,30,90,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5872833334,268.7624917,1.745592732,-0.0002533333328
KMeansTree -> TRI,1281147,300,30,90,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5872833334,219.9502263,2.132981902,-0.0002533333328
KMeansTree -> FINGER,1281147,300,30,90,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4918166681,171.8587499,2.729857237,0.09521333204
Normal HNSW,1281147,300,30,95,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5916833333,489.053854,1,0
HNSW -> TRI,1281147,300,30,95,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5916833333,277.9209745,1.759686741,0
HNSW + FINGER,1281147,300,30,95,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5044633346,195.7928304,2.497812882,0.08721999872
MTree -> HNSW,1281147,300,30,95,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5922933333,235.9448628,2.072746354,-0.0006100000169
MTree -> TRI,1281147,300,30,95,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5922933333,211.7559676,2.309516277,-0.0006100000169
MTree -> FINGER,1281147,300,30,95,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5010966679,166.2465517,2.941738334,0.09058666539
PCTree -> HNSW,1281147,300,30,95,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5919999999,227.0609908,2.153843565,-0.0003166666519
PCTree -> TRI,1281147,300,30,95,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5919999999,209.1821827,2.337932646,-0.0003166666519
PCTree -> FINGER,1281147,300,30,95,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4986000013,160.6692065,3.043855538,0.09308333203
VPTree -> HNSW,1281147,300,30,95,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5928566666,228.8618333,2.136895641,-0.001173333354
VPTree -> TRI,1281147,300,30,95,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5928566666,210.1372557,2.327306752,-0.001173333354
VPTree -> FINGER,1281147,300,30,95,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5003066679,161.9063033,3.020597988,0.09137666541
VTree -> HNSW,1281147,300,30,95,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5920266666,2034.70896,0.2403556791,-0.0003433333647
VTree -> TRI,1281147,300,30,95,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5920266666,1699.571095,0.2877513364,-0.0003433333647
VTree -> FINGER,1281147,300,30,95,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5003066681,1507.125703,0.3244944021,0.09137666514
KMeansTree -> HNSW,1281147,300,30,95,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.59172,278.3407163,1.757033109,-3.666675091e-05
KMeansTree -> TRI,1281147,300,30,95,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.59172,229.569404,2.130309377,-3.666675091e-05
KMeansTree -> FINGER,1281147,300,30,95,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.4978100013,178.9279629,2.733244408,0.09387333201
Normal HNSW,1281147,300,30,100,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5960666665,508.9915573,1,0
HNSW -> TRI,1281147,300,30,100,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5960666665,294.087549,1.730748408,0
HNSW + FINGER,1281147,300,30,100,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5097633345,204.8815636,2.484320933,0.086303332
MTree -> HNSW,1281147,300,30,100,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5966533332,245.2096189,2.075740583,-0.0005866666552
MTree -> TRI,1281147,300,30,100,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5966533332,221.5492305,2.297419658,-0.0005866666552
MTree -> FINGER,1281147,300,30,100,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5067400012,173.245611,2.937976635,0.08932666532
PCTree -> HNSW,1281147,300,30,100,10000,16,200,64,16,8,4,5,2,4,6,8,11,15,3895,70,780.8470859,96.34764565,29.80122693,6.183710152,1552.258588,307.8232853,54.1095753,0.563547723,0.5963999999,235.9223413,2.157453824,-0.0003333333474
